SKU,"Product Name",Quantity,Price,"Sub Total"
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",2,20.99,41.98
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",2,20.99,41.98
APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Economy Plus)",2,21.89,43.78
APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",2,21.89,43.78
APL-001-2136,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ",2,16.99,33.98
APL-001-2116,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",2,16.99,33.98
APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Economy Plus)",6,14.99,89.94
APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)",2,14.99,29.98
APL-003-1654,"Charging Port Replacement for iPad Mini 2 - Black",1,2.99,2.99
